Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Single_T2.1,Coverage (%) Chronic_T4.1,Coverage (%) Control_T1.1,Coverage (%) Episodic_T3.1,Coverage (%) Control_T1.2,Coverage (%) Episodic_T3.2,Coverage (%) Chronic_T4.2,Coverage (%) Single_T2.2,Coverage (%) Control_T1.3,Coverage (%) Episodic_T3.3,Coverage (%) Single_T2.3,Coverage (%) Chronic_T4.3,Area Single_T2.1,Area Chronic_T4.1,Area Control_T1.1,Area Episodic_T3.1,Area Control_T1.2,Area Episodic_T3.2,Area Chronic_T4.2,Area Single_T2.2,Area Control_T1.3,Area Episodic_T3.3,Area Single_T2.3,Area Chronic_T4.3,#Peptides,#Unique,#Spec Single_T2.1,#Spec Chronic_T4.1,#Spec Control_T1.1,#Spec Episodic_T3.1,#Spec Control_T1.2,#Spec Episodic_T3.2,#Spec Chronic_T4.2,#Spec Single_T2.2,#Spec Control_T1.3,#Spec Episodic_T3.3,#Spec Single_T2.3,#Spec Chronic_T4.3,PTM,Avg. Mass,Description
213,1737,TRINITY_DN46647_c0_g1_i1.p1,354.18,44,36,20,33,41,41,22,22,36,36,36,30,20,9.2682E7,6.7982E7,2.0413E8,2.7615E8,1.5555E8,1.1342E8,6.6124E7,1.9759E8,1.6401E8,1.1751E8,1.425E8,3.3478E7,35,28,19,8,22,26,22,14,10,22,24,12,28,10,Carbamidomethylation; Oxidation (M); Deoxy; Replacement of proton with ammonium ion; Glycidamide adduct; 7 more,32162,TRINITY_DN46647_c0_g1_i1.p1
89,26,TRINITY_DN43358_c0_g1_i1.p1,353.90,67,43,39,47,44,45,57,41,54,43,57,46,48,8.5669E7,9.7175E7,5.3334E7,6.7742E7,8.7698E7,1.4854E8,6.5429E7,1.3321E8,9.3207E7,1.7717E8,8.4123E7,6.6308E7,39,39,30,29,27,29,32,50,24,38,31,40,32,29,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Dimethylation(KR); Ubiquitin; 6 more,60775,TRINITY_DN43358_c0_g1_i1.p1
96,40,TRINITY_DN38770_c0_g1_i1.p1,353.23,54,39,44,39,43,48,41,42,39,34,47,28,50,6.2334E7,1.102E8,4.2255E7,8.2412E7,9.8052E7,5.6141E7,5.7903E7,8.0679E7,3.7455E7,2.0392E8,3.4445E7,7.7938E7,35,35,29,37,25,34,39,29,26,29,24,44,23,34,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(others); Replacement of proton with ammonium ion; 2 more,63290,TRINITY_DN38770_c0_g1_i1.p1
125,89,TRINITY_DN38522_c0_g1_i1.p1,352.03,68,56,48,51,55,60,56,40,58,52,64,55,60,1.4467E8,7.3477E7,6.6751E7,2.9175E8,7.9015E7,1.4802E8,3.1982E7,1.6795E8,5.1486E7,1.685E8,9.2562E7,6.2684E7,33,32,31,22,22,31,28,41,15,30,18,38,28,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Deoxy; 3 more,40314,TRINITY_DN38522_c0_g1_i1.p1
125,90,TRINITY_DN38522_c0_g1_i2.p1,352.03,67,55,47,51,55,59,55,40,58,51,63,55,59,1.4467E8,7.3477E7,6.6751E7,2.9175E8,7.9015E7,1.4802E8,3.1982E7,1.6795E8,5.1486E7,1.685E8,9.2562E7,6.2684E7,33,32,31,22,22,31,28,41,15,30,18,38,28,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Deoxy; 3 more,40754,TRINITY_DN38522_c0_g1_i2.p1
87,76,TRINITY_DN40293_c1_g2_i2.p1,351.98,40,27,31,31,28,28,27,30,27,27,29,27,28,1.5029E8,1.772E8,1.3511E8,1.454E8,1.76E8,7.9879E7,1.8093E8,1.6104E8,9.0829E7,2.056E8,8.667E7,1.0415E8,32,28,34,32,41,33,37,24,42,30,29,35,29,30,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Dimethylation(KR); Replacement of proton with ammonium ion; Mutation,76624,TRINITY_DN40293_c1_g2_i2.p1
121,397,TRINITY_DN29628_c0_g1_i1.p1,351.86,76,66,75,74,75,74,52,62,74,43,75,56,75,4.9679E7,8.4563E7,2.3258E7,7.9098E7,3.4568E7,7.8585E6,3.195E7,3.705E7,9.0636E6,1.214E8,1.2825E7,9.7091E7,38,14,25,39,29,43,28,10,25,25,13,37,17,47,Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Dihydroxy; Deamidation (NQ); Acetylation (K); 8 more,20703,TRINITY_DN29628_c0_g1_i1.p1
121,398,TRINITY_DN29628_c0_g1_i2.p1,351.86,76,66,75,74,75,74,52,62,74,43,75,56,75,4.9679E7,8.4563E7,2.3258E7,7.9098E7,3.4568E7,7.8585E6,3.195E7,3.705E7,9.0636E6,1.214E8,1.2825E7,9.7091E7,38,14,25,39,29,43,28,10,25,25,13,37,17,47,Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Dihydroxy; Deamidation (NQ); Acetylation (K); 8 more,20703,TRINITY_DN29628_c0_g1_i2.p1
90,152,TRINITY_DN47985_c0_g1_i1.p1,351.35,56,36,50,36,46,45,37,50,40,35,45,40,52,1.3095E8,3.9174E8,1.0146E8,1.8187E8,1.5713E8,1.2372E8,2.361E8,1.3162E8,4.2329E7,1.7131E8,8.0786E7,2.578E8,51,51,26,49,28,39,31,26,46,26,14,33,28,44,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Methylation(KR); 10 more,42624,TRINITY_DN47985_c0_g1_i1.p1
69,15,TRINITY_DN46229_c0_g1_i1.p1,350.85,77,66,68,65,55,59,75,70,67,49,64,71,66,1.8802E8,4.0072E8,1.2042E8,2.5656E8,1.7152E8,2.1539E8,3.1714E8,2.5802E8,9.4322E7,4.0194E8,1.185E8,2.2987E8,40,39,35,54,36,41,33,49,47,41,26,47,39,43,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Acetylation (N-term); Ubiquitin; 5 more,39780,TRINITY_DN46229_c0_g1_i1.p1
138,98,TRINITY_DN34296_c0_g1_i1.p1,349.21,57,47,32,51,48,44,30,23,44,39,48,37,39,1.0688E8,1.7293E7,9.8817E7,1.1568E8,1.34E8,1.5604E7,7.6168E6,1.6081E8,5.8966E7,1.0677E8,3.8887E7,3.8109E7,29,29,32,10,36,33,34,12,6,32,26,31,20,20,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; ISD (z+2)-series; 2 more,44782,TRINITY_DN34296_c0_g1_i1.p1
94,529,TRINITY_DN46356_c3_g3_i3.p1,344.59,83,75,64,63,65,74,76,30,81,77,82,74,60,1.4857E8,1.0582E8,4.1432E7,8.5986E7,1.3501E8,4.3362E8,1.1146E7,1.64E8,1.9986E8,3.772E8,1.2279E8,8.7789E7,42,22,37,22,16,21,28,58,5,32,48,57,36,15,Carbamidomethylation; Acetylation (TSCYH); Deamidation (NQ); Replacement of proton with ammonium ion; Dehydration; 2 more,13496,TRINITY_DN46356_c3_g3_i3.p1
12,125,TRINITY_DN31421_c0_g2_i3.p1,344.55,64,60,52,40,52,52,56,37,56,53,53,47,39,1.12E9,6.0949E8,2.9322E8,5.5128E8,9.9125E8,2.218E9,3.9034E7,1.3993E9,7.9419E8,2.8093E9,7.2749E8,4.3915E8,63,58,107,66,51,69,99,174,20,124,98,150,100,56,Carbamidomethylation; Oxidation (M); Dihydroxy; Deamidation (NQ); Sodium adduct; 15 more,32233,TRINITY_DN31421_c0_g2_i3.p1
116,172,TRINITY_DN46781_c0_g2_i1.p1,344.27,51,43,48,45,45,45,46,44,45,43,49,45,47,1.2961E7,2.1119E7,1.1445E7,8.9998E6,6.7633E6,3.1596E7,1.6755E7,1.95E7,1.027E7,5.6356E7,1.3606E7,8.397E6,28,16,26,34,27,23,22,42,28,31,22,37,33,25,Carbamidomethylation; Oxidation (M); Dihydroxy; Deamidation (NQ); Sulphone; 2 more,39321,TRINITY_DN46781_c0_g2_i1.p1
29,338,TRINITY_DN35815_c1_g1_i5.p1,343.94,85,84,83,84,83,85,83,84,84,73,84,83,83,4.1361E8,7.9688E8,2.7588E8,4.9497E8,3.4519E8,3.5517E8,4.9439E8,5.8469E8,2.2942E8,7.2143E8,3.1633E8,4.809E8,45,23,69,66,51,64,63,53,74,71,50,72,58,63,Oxidation (M); Dihydroxy; Formylation; Methylation(others); Sulphone; 5 more,12102,TRINITY_DN35815_c1_g1_i5.p1
29,336,TRINITY_DN35815_c1_g1_i7.p1,343.94,87,86,85,86,85,87,85,86,86,74,86,85,85,4.1361E8,7.9688E8,2.7588E8,4.9497E8,3.4519E8,3.5517E8,4.9439E8,5.8469E8,2.2942E8,7.2143E8,3.1633E8,4.809E8,45,23,69,66,51,64,63,53,74,71,50,72,58,63,Oxidation (M); Dihydroxy; Formylation; Methylation(others); Sulphone; 5 more,11827,TRINITY_DN35815_c1_g1_i7.p1
29,337,TRINITY_DN35815_c1_g1_i6.p1,343.94,87,86,85,86,85,87,85,86,86,74,86,85,85,4.1361E8,7.9688E8,2.7588E8,4.9497E8,3.4519E8,3.5517E8,4.9439E8,5.8469E8,2.2942E8,7.2143E8,3.1633E8,4.809E8,45,23,69,66,51,64,63,53,74,71,50,72,58,63,Oxidation (M); Dihydroxy; Formylation; Methylation(others); Sulphone; 5 more,11827,TRINITY_DN35815_c1_g1_i6.p1
261,173,TRINITY_DN46443_c0_g1_i1.p1,342.24,70,57,63,53,63,60,60,41,60,60,61,48,63,3.533E7,4.344E7,2.1971E7,3.1285E7,3.0561E7,4.7076E7,2.1506E7,4.5987E7,2.6328E7,6.0016E7,2.2535E7,1.6136E7,25,25,14,17,11,14,14,19,11,18,15,18,9,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(KR); Methylation(others); Mutation,27747,TRINITY_DN46443_c0_g1_i1.p1
52,65,TRINITY_DN47770_c2_g1_i1.p1,339.80,64,53,63,41,49,58,61,52,44,47,61,53,49,4.3881E7,1.2292E8,2.8718E7,5.3604E7,3.9517E7,6.2527E7,1.7728E8,6.9243E7,3.1707E7,1.5284E8,2.0249E7,6.3115E7,38,4,43,63,38,41,47,61,61,42,35,60,41,45,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Phosphorylation (STY); 6 more,35366,TRINITY_DN47770_c2_g1_i1.p1
88,120,TRINITY_DN44467_c2_g1_i1.p1,337.99,70,57,53,43,59,50,50,70,59,50,47,47,59,2.3178E8,2.3273E8,1.5182E8,2.3915E8,1.4734E8,1.4752E8,2.3978E8,2.7724E8,1.6335E8,2.6294E8,1.3483E8,1.8282E8,43,38,36,30,30,36,25,27,45,43,36,26,32,29,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(KR); Carbamylation; 5 more,35239,TRINITY_DN44467_c2_g1_i1.p1
7,540,TRINITY_DN40867_c0_g1_i3.p2,337.43,78,68,62,62,62,62,70,50,62,59,69,68,61,3.3842E8,4.5612E8,4.087E7,1.5052E8,1.1842E8,1.1137E9,3.737E6,5.4393E8,6.8719E7,1.4767E9,2.3609E8,3.3163E8,58,12,117,90,41,59,90,263,8,132,60,207,105,82,Carbamidomethylation; Oxidation (M); Dihydroxy; Deamidation (NQ); Methylation(KR); 15 more,12013,TRINITY_DN40867_c0_g1_i3.p2
7,541,TRINITY_DN40867_c0_g1_i1.p2,337.43,78,68,62,62,62,62,70,50,62,59,69,68,61,3.3842E8,4.5612E8,4.087E7,1.5052E8,1.1842E8,1.1137E9,3.737E6,5.4393E8,6.8719E7,1.4767E9,2.3609E8,3.3163E8,58,12,117,90,41,59,90,263,8,132,60,207,105,82,Carbamidomethylation; Oxidation (M); Dihydroxy; Deamidation (NQ); Methylation(KR); 15 more,12013,TRINITY_DN40867_c0_g1_i1.p2
203,242,TRINITY_DN47259_c0_g1_i1.p1,336.63,74,59,60,53,68,64,71,69,73,53,59,59,73,6.4134E7,8.8513E7,2.9215E7,6.5613E7,3.8549E7,5.1556E7,7.3565E7,6.3361E7,2.2705E7,1.0657E8,3.1229E7,4.6128E7,22,21,19,17,13,20,17,18,28,22,16,23,17,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),25866,TRINITY_DN47259_c0_g1_i1.p1
132,27,TRINITY_DN47836_c0_g2_i2.p1,336.28,58,44,36,42,38,49,31,32,42,36,44,33,29,5.8015E7,4.3293E7,6.6903E7,3.9726E7,9.3092E7,3.1275E7,4.3414E7,8.3932E7,4.1771E7,1.2284E8,4.2419E7,1.8706E7,44,44,27,19,30,20,36,20,20,30,26,35,23,15,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Dimethylation(KR); Carbamylation; 3 more,70378,TRINITY_DN47836_c0_g2_i2.p1
202,21,TRINITY_DN41522_c0_g1_i1.p1,335.86,51,25,33,26,18,35,15,38,27,11,41,10,18,5.2546E7,6.8834E7,3.3509E7,3.8469E7,9.5515E7,2.4798E7,7.7687E7,7.4559E7,6.6768E7,9.2544E7,3.1352E7,2.9109E7,42,42,19,20,19,12,29,11,31,23,10,30,9,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Dimethylation(KR); Pyro-glu from Q; Mutation,89427,TRINITY_DN41522_c0_g1_i1.p1
57,189,TRINITY_DN46873_c0_g2_i1.p1,334.61,74,62,66,58,58,54,64,65,54,66,59,53,60,4.897E8,1.1058E9,4.4814E8,6.0723E8,4.2513E8,5.8329E8,1.0804E9,6.1097E8,5.0122E8,8.3094E8,4.0025E8,6.943E8,49,49,40,52,37,47,35,44,73,39,47,47,40,49,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Replacement of proton with ammonium ion; 2 more,21506,TRINITY_DN46873_c0_g2_i1.p1
158,313,TRINITY_DN57840_c0_g1_i1.p1,333.66,87,82,58,87,87,74,87,46,79,87,81,82,74,1.5225E8,3.1302E7,1.1255E8,1.3208E8,9.7767E7,8.4048E7,7.6451E6,1.9602E8,9.665E7,1.8442E8,1.0001E8,3.6657E7,29,29,29,8,30,23,22,25,6,29,27,32,25,15,Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Propionamide (K  X@N-term); Dehydration; 3 more,18096,TRINITY_DN57840_c0_g1_i1.p1
278,331,TRINITY_DN22088_c0_g1_i1.p1,333.08,53,38,47,18,42,25,14,39,33,41,38,37,28,3.487E7,3.5692E7,1.2777E7,2.7299E7,1.0939E7,1.6283E7,1.4681E7,2.9405E7,1.8905E7,5.5228E7,1.6618E7,1.8479E7,31,26,17,16,7,15,9,9,12,13,14,19,16,16,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deoxy; Ubiquitin; Mutation,32692,TRINITY_DN22088_c0_g1_i1.p1
40,87,TRINITY_DN48005_c0_g1_i1.p1,332.90,64,51,53,41,49,43,49,50,42,44,55,41,42,3.2684E8,2.6553E8,1.3724E8,2.4837E8,3.5914E8,4.0267E8,2.4786E8,4.4828E8,1.7587E8,5.0643E8,2.5001E8,1.4029E8,51,51,66,38,36,46,58,66,52,66,43,71,60,41,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Acetylation (K); 11 more,40729,TRINITY_DN48005_c0_g1_i1.p1
99,107,TRINITY_DN44299_c0_g1_i1.p1,332.77,58,46,44,38,36,41,44,44,41,42,41,48,47,1.1902E8,1.5287E8,9.8274E7,8.4376E7,9.6315E7,8.0484E7,1.0891E8,1.1405E8,7.593E7,1.6613E8,8.3659E7,7.6572E7,49,49,30,38,30,28,28,28,33,30,29,35,37,27,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Carbamylation; 2 more,48739,TRINITY_DN44299_c0_g1_i1.p1
62,168,TRINITY_DN46658_c0_g1_i1.p1,332.07,58,52,51,49,52,46,58,48,53,49,50,54,51,2.5734E8,2.5449E8,1.309E8,2.1127E8,1.6525E8,3.1408E8,1.3328E8,3.5726E8,1.243E8,4.3065E8,1.657E8,1.9379E8,40,40,47,48,36,41,34,66,28,50,29,54,42,39,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Acetylation (K); Phosphorylation (STY); 4 more,47768,TRINITY_DN46658_c0_g1_i1.p1
270,70,TRINITY_DN47501_c0_g1_i2.p1,331.96,45,31,13,23,32,32,43,12,37,27,33,27,21,4.2023E7,1.0066E7,1.834E7,3.8281E7,4.079E7,5.9823E7,6.0888E6,6.8928E7,2.2253E7,7.2006E7,2.3498E7,1.4004E7,28,28,14,6,11,16,18,22,5,21,12,20,13,8,Carbamidomethylation; Oxidation (M); Mutation,60733,TRINITY_DN47501_c0_g1_i2.p1
77,151,TRINITY_DN46956_c1_g1_i1.p1,331.16,60,46,54,50,50,52,54,58,52,47,55,50,50,1.0471E8,3.1048E8,6.5961E7,1.3001E8,8.931E7,1.4841E8,1.8843E8,1.6389E8,5.0838E7,2.5222E8,8.8419E7,1.8653E8,42,42,28,50,28,33,29,42,49,35,19,46,33,37,Carbamidomethylation; Oxidation (M); Dihydroxy; Deamidation (NQ); Methylation(KR); 7 more,57799,TRINITY_DN46956_c1_g1_i1.p1
66,44,TRINITY_DN47374_c0_g2_i1.p1,331.04,59,41,45,43,36,38,45,39,37,29,48,31,40,1.5848E8,1.7352E8,1.3333E8,1.0099E8,2.1822E8,1.3129E8,1.8995E8,1.8199E8,6.4223E7,2.8888E8,8.6792E7,1.0648E8,53,52,43,41,45,33,52,52,44,44,31,53,32,36,Carbamidomethylation; Oxidation (M); Acetylation (K); Methylation(KR); Amidation; 4 more,76973,TRINITY_DN47374_c0_g2_i1.p1
66,45,TRINITY_DN47374_c0_g2_i1.p2,331.04,59,41,45,43,36,38,45,39,37,29,48,31,40,1.5848E8,1.7352E8,1.3333E8,1.0099E8,2.1822E8,1.3129E8,1.8995E8,1.8199E8,6.4223E7,2.8888E8,8.6792E7,1.0648E8,53,52,43,41,45,33,52,52,44,44,31,53,32,36,Carbamidomethylation; Oxidation (M); Acetylation (K); Methylation(KR); Amidation; 4 more,77036,TRINITY_DN47374_c0_g2_i1.p2
108,39,TRINITY_DN48363_c0_g3_i1.p1,329.32,70,55,58,47,47,45,52,44,53,41,56,51,55,8.7817E7,1.05E8,6.2093E7,8.2683E7,9.3501E7,1.27E8,6.7271E7,1.2214E8,7.2992E7,1.8366E8,6.5069E7,7.3489E7,36,36,32,31,24,28,31,35,24,34,25,39,24,31,Carbamidomethylation; Oxidation (M); Formylation; Deoxy; Deamidation followed by a methylation; 2 more,50390,TRINITY_DN48363_c0_g3_i1.p1
36,4,TRINITY_DN39879_c0_g1_i1.p1,328.34,76,47,57,55,53,49,43,55,62,50,51,48,51,1.1312E8,1.6462E8,7.9005E7,1.1399E8,9.1121E7,9.1889E7,1.0096E8,1.7051E8,9.8258E7,1.2177E8,6.6246E7,8.9993E7,52,17,53,57,55,55,54,47,75,59,52,56,55,50,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Dihydroxy; Deamidation (NQ); 10 more,42481,TRINITY_DN39879_c0_g1_i1.p1
127,109,TRINITY_DN41839_c1_g1_i3.p1,328.31,61,37,38,29,35,38,43,55,35,34,40,37,37,1.6375E8,3.523E8,1.0865E8,2.0293E8,1.521E8,2.1917E8,4.1891E8,2.0748E8,1.1761E8,3.3137E8,1.2135E8,2.6076E8,38,29,21,31,21,24,24,27,49,19,21,33,20,26,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Propionamide (K  X@N-term); 5 more,36081,TRINITY_DN41839_c1_g1_i3.p1
47,267,TRINITY_DN46411_c0_g1_i2.p1,328.13,44,27,34,28,33,30,28,38,31,32,36,30,28,3.7825E8,8.1139E8,4.0625E8,6.4872E8,3.906E8,2.5945E8,5.9349E8,4.6366E8,3.3733E8,4.4941E8,2.5045E8,5.7992E8,58,57,40,68,42,63,44,40,69,38,49,51,46,47,Carbamidomethylation; Oxidation (M); Dihydroxy; Acetylation (TSCYH); Acetylation (K); 15 more,78801,TRINITY_DN46411_c0_g1_i2.p1
72,38,TRINITY_DN43325_c0_g1_i1.p1,327.95,58,44,45,42,41,42,48,35,42,38,50,46,43,1.6069E8,1.9451E8,1.1653E8,1.443E8,1.5644E8,2.0535E8,1.0349E8,2.1744E8,1.1412E8,2.8081E8,1.3892E8,1.2191E8,43,43,41,39,39,35,40,45,32,41,34,45,40,37,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Acetylation (K); 7 more,64128,TRINITY_DN43325_c0_g1_i1.p1
80,176,TRINITY_DN47538_c2_g1_i1.p1,327.89,57,45,52,43,46,50,45,51,45,30,45,38,50,9.5421E7,2.48E8,8.0526E7,1.1426E8,1.3313E8,1.0645E8,2.3482E8,1.3267E8,5.1041E7,3.0015E8,5.4483E7,1.7311E8,40,22,30,49,25,34,30,30,59,32,21,46,27,38,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Deoxy; Chlorination of tyrosine residues; 3 more,31886,TRINITY_DN47538_c2_g1_i1.p1
140,67,TRINITY_DN46449_c2_g2_i1.p1,326.56,58,31,49,25,28,30,39,29,33,23,35,36,38,5.2508E7,1.0442E8,2.5314E7,5.182E7,3.8658E7,7.6423E7,6.4342E7,8.6113E7,3.8029E7,9.1013E7,4.9518E7,7.3504E7,33,33,23,33,14,22,20,29,23,28,19,26,26,29,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Methylation(KR); 5 more,70087,TRINITY_DN46449_c2_g2_i1.p1
238,54,TRINITY_DN39883_c0_g1_i1.p1,326.46,64,36,42,42,38,52,43,39,24,34,35,31,33,2.2533E7,2.5144E7,2.6262E7,1.7447E7,2.3768E7,1.2011E7,2.6177E7,3.1016E7,3.165E7,2.6333E7,1.6997E7,1.3979E7,27,27,16,14,20,15,21,14,18,15,18,16,13,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Ammonia-loss (N); Dehydration; 2 more,50765,TRINITY_DN39883_c0_g1_i1.p1
81,96,TRINITY_DN47770_c2_g1_i6.p1,325.37,61,47,60,34,42,52,54,49,37,40,54,49,46,7.6874E6,8.8477E6,1.5448E6,3.1067E6,7.3717E6,2.9061E7,3.4082E6,9.8459E6,5.768E6,1.3997E7,8.1344E6,2.3294E6,34,1,33,46,26,29,36,47,42,28,27,43,30,33,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Phosphorylation (STY); Methylation(KR); 6 more,35264,TRINITY_DN47770_c2_g1_i6.p1
165,94,TRINITY_DN24651_c0_g1_i1.p1,324.15,46,40,25,42,41,39,37,22,41,29,42,35,31,8.5153E7,2.9568E7,8.2701E7,1.0158E8,7.3613E7,6.7625E7,2.5087E7,1.1183E8,3.8198E7,1.2209E8,5.1676E7,3.1423E7,30,29,28,12,28,27,23,24,11,27,16,28,23,17,Carbamidomethylation; Oxidation (M); Glycidamide adduct; Pyrrolidone from Proline; Hydroxymethyl; Mutation,60763,TRINITY_DN24651_c0_g1_i1.p1
120,30,TRINITY_DN46005_c0_g1_i3.p1,323.60,55,35,38,39,36,44,33,41,46,32,38,30,38,7.9386E7,1.3259E8,5.0751E7,7.7663E7,8.4446E7,5.9853E7,1.5883E8,9.6857E7,4.9844E7,1.0442E8,4.6431E7,6.7246E7,35,35,25,32,26,26,30,22,44,30,21,35,22,26,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(KR); Dimethylation(KR); 4 more,64526,TRINITY_DN46005_c0_g1_i3.p1
155,102,TRINITY_DN46874_c0_g3_i1.p1,322.96,62,56,56,38,53,38,56,40,49,42,56,48,53,1.0703E8,8.3791E7,6.1702E7,6.765E7,7.2198E7,1.0749E8,6.1755E7,1.2839E8,4.0353E7,1.3516E8,5.0898E7,5.501E7,24,18,28,26,19,20,16,31,20,29,13,30,21,21,Carbamidomethylation; Oxidation (M); Ethylation; Pyro-glu from Q; Mutation,34931,TRINITY_DN46874_c0_g3_i1.p1
112,346,TRINITY_DN30244_c0_g1_i1.p1,321.30,64,52,49,52,52,59,52,40,52,52,52,52,54,8.5865E7,5.6422E7,3.9847E7,6.5332E7,3.3978E7,3.3541E7,2.2007E7,6.6836E7,5.1654E7,4.8135E7,2.6609E7,6.8421E7,24,16,39,27,34,34,31,27,21,28,29,30,25,30,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Acetylation (K); 3 more,31223,TRINITY_DN30244_c0_g1_i1.p1
159,92,TRINITY_DN42944_c0_g1_i1.p1,321.01,62,30,43,24,29,33,26,47,34,26,43,22,25,3.2103E7,1.4609E8,4.1708E7,5.9756E7,3.8779E7,3.5065E7,1.3032E8,5.3415E7,3.9162E7,7.6126E7,1.9936E7,6.9588E7,46,46,18,37,17,20,21,13,43,20,16,32,12,22,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Amidation; 6 more,51451,TRINITY_DN42944_c0_g1_i1.p1
204,75,TRINITY_DN47343_c0_g1_i1.p1,320.51,49,27,48,33,35,33,33,47,29,30,35,35,45,2.3582E7,1.4865E8,3.533E7,7.3E7,4.9202E7,4.2331E7,1.7087E8,3.3776E7,2.5353E7,7.1579E7,4.8806E7,9.1627E7,26,24,11,28,16,21,17,18,32,11,12,18,17,25,Carbamidomethylation; Oxidation (M); Mutation,55317,TRINITY_DN47343_c0_g1_i1.p1
79,104,TRINITY_DN43437_c0_g1_i2.p1,319.97,29,24,28,23,26,24,25,24,22,24,22,23,21,1.517E8,4.2484E8,1.1064E8,1.9958E8,1.7747E8,1.9188E8,4.0618E8,2.138E8,1.2826E8,3.0036E8,1.2496E8,1.6623E8,28,26,30,50,28,37,32,38,49,32,29,36,35,33,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Methylation(KR); 5 more,73051,TRINITY_DN43437_c0_g1_i2.p1
79,105,TRINITY_DN43437_c0_g1_i1.p1,319.97,29,24,28,23,26,24,25,24,22,24,22,23,21,1.517E8,4.2484E8,1.1064E8,1.9958E8,1.7747E8,1.9188E8,4.0618E8,2.138E8,1.2826E8,3.0036E8,1.2496E8,1.6623E8,28,26,30,50,28,37,32,38,49,32,29,36,35,33,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Methylation(KR); 5 more,73051,TRINITY_DN43437_c0_g1_i1.p1
224,57,TRINITY_DN47558_c0_g2_i1.p1,319.53,44,39,28,27,24,33,36,28,27,16,41,21,26,5.6665E7,4.0231E7,2.483E7,3.6455E7,6.4502E7,4.2504E7,3.5169E7,5.0252E7,2.011E7,1.3823E8,2.4777E7,2.4582E7,25,25,23,15,14,16,23,19,17,14,10,26,13,14,Carbamidomethylation; Oxidation (M); Mutation,62583,TRINITY_DN47558_c0_g2_i1.p1
141,48,TRINITY_DN37648_c0_g1_i1.p1,319.45,62,39,52,24,40,35,22,56,39,31,41,26,49,5.0752E7,2.3456E8,2.6166E7,9.0809E7,5.3546E7,1.6274E7,3.0297E8,9.1474E7,3.2637E7,1.5259E8,2.378E7,1.5465E8,47,38,17,45,12,19,17,7,64,21,14,24,12,38,Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Dihydroxy; Deamidation (NQ); Carbamylation; 4 more,48448,TRINITY_DN37648_c0_g1_i1.p1
